sentence	label	gender
吾交关年数对伐还没闻到搿味道，还吃到过搿味道，伊包括到现在来	0	female
一直讲吾搿只鸽子炖辣好，伊讲，鸽子还好，侬功夫还到位了	0	female
但是呢，现在吾因为伐做了，吾也伐好意思叫伊买了咯	0	female
伊一直帮吾讲，吾讲侬现在再要搿只鸽子已经没了，因为吾已经伐去上班了啦	0	female
退休回来休息辣哦	0	female
所以讲但是吾尼吾想伊既然介要吃搿鸽子，吾就跟阿拉埃面的搿种菜场里去买辣	0	female
还照搿方式方法烧辣，但是伊就讲好像没有小时候呃味道	0	female
没小辰光呃味道，伊讲吾吃到现在就是侬上趟只鸽子好	0	female
哎，搿吾还伐晓得哪能，到底是伊鸽子好，还是吾搿烧法高头问题	0	female
呒没，侬听吾讲哦，烧法对伐肯定是一样呃	0	female
现在呃鸽子质量有点问题，有种拧	0	female
有种专门吃吃饲料呃，吾怀疑，饲料上头有点有点区别	0	male
葛末吃呃上头，葛末呃鸽子，喏各种烧法	0	male
葛末又讲，还讲讲讲讲素菜，葛末素菜尼现在米苋比较多，啊是啊！	0	male
搿，还有嘛冬瓜，还有呢南瓜	0	male
埃，南瓜实际哴对伐，买回来对伐，搿呃蒸蒸伊	0	male
南瓜还蛮好吃，阿拉老早小辰光吃南瓜面疙瘩，现在搿种是伐吃	0	male
搿买到好饿粉呃南南瓜啊，买回来蒸蒸伊啊，蛮好吃呃	0	male
有辰光呢先拔伊烧蒸蒸熟，然后再摆辣铁锅子里相炒炒	0	female
稍许倒一点点酱油，还蛮好吃诶！南瓜烧过伐	0	female
吾南瓜好像伐大吃，但是吾有趟出去人家弄辣只南瓜丝拔吾吃老好吃	0	female
伊是刨子高头刨出来呃，人家清炒一煸头	0	female
伊搿南瓜伐是黄呃，是青南瓜外加皮伐弄特呃	0	female
伊搿南瓜对伐，吃上去对伐老脆呃，摆眼眼葱香，埃，伊伐是甜呃	0	female
伊是咸呃，吾讲呦，侬搿只南瓜倒蛮烧出搿水平来了哦	0	female
伊讲诶，吾讲吾是从来伐吃南瓜呃拧，还会去讲侬搿只南瓜好	0	female
说明侬搿只南瓜已经烧到位辣，伐错呃	0	female
后头伊就讲，侬要么像侬好样，嗯，叫啥拿一只拿一只回去	0	female
吾讲侬拔吾，吾伐要，吾拿回去吾伐会的烧，烧伐出搿味道，就是伐好吃	0	female
吾讲侬就等于浪费辣一只南瓜，侬讲对伐	0	male
所以讲烧真呃人家讲还是一门，技术哦，烹调烹调	0	male
所以正像侬刚刚讲呃，一级哦，二级哦，三级哦	0	male
人家国际饭店搿搿厨师高侬屋里相拧绝对伐好比呃	0	female
搿侪是搿侪是技术，有点讲法呃	0	male
所以人家讲，阿拉平时辰光现在天热好像没啥，天冷特别是	0	female
到，到了过年辣屋里相一只，诶，搿一只烤麸	0	male
一定要一定要有的讲对呃，一定要上上台面呃	0	male
一定要拿出来呃，侬有的荤，搿呃荤菜，葛末素菜来只烤麸	0	male
啥呃四喜烤麸，里相摆交关呃，啥呃冬笋啊	0	female
黑木耳啊，面筋啊，埃有种拧还摆点黄豆芽	0	male
那伐晓得摆伐，但吾发觉忒乌苏辣，吾就没摆	0	male
但烤麸伊拉讲，烧讲讲法还老多呃，伐但要油多，要油里炸	0	male
还还啥呃么，要捏辣干，吾吾烤麸专门烧烧伐好，但阿拉屋里相拧烧烤麸烧烤麸烧辣老好	0	male
要先拔伊，拔伊要嗮干	0	female
葛末水分没辣再去炸，烧出来是蛮好吃，就油要老结棍呃，一只烤麸	0	male
对呃，搿烧烤麸侬如果是油里伐炸，因为搿烤麸伐好吃	0	female
伊油里炸过呃烤麸搿味道呢，就是两样，香喷喷呃	0	female
香喷喷呃，伊煮好辣煮特辣以后再炸出来高侬直接搿能介烧	0	female
侬艾饿侬假使讲油伐炸过烧进去，就水胖气	0	female
阿拉讲起来水胖气，就是搿味道烧伐进去呃，但是侬油里炸过了以后	0	female
伊拔里相只水分侪炸特辣，然后侬搿调料加进去，黑木耳啊金针菜啊	0	female
伊搿各种呃味道就侪容容进去了	0	female
钻，钻到搿烤麸里相去辣，阿拉讲起来是吃进去吃进去辣	0	female
所以讲侬搿只烤麸就吃出来，侬讲那屋里相烧呃，伊搿只烤麸吃出来就是味道好	0	female
嗯，所以现在烧菜哦，真呃，侬喊吾烧菜，吾买菜吾还伐要	0	female
哦呦，感觉老烦呃，所以有辰光对伐哎呦荤菜	0	male
荤荤荤菜有辰光伐考虑，让伊拉去考虑，吾就自家弄点，弄点素菜，方便点	0	female
葛末就，再讲现在天又老热呃，哎呦总归吃辣清淡点好	0	male
油腻疙瘩呃物事对伐，真呃吃还吃伐进去	0	female
诶，侬伐讲啊！侬搿呃试试看	0	female
侬，吾老早一直是烧呃，吾是讲荤荤呃汤吾伐大考虑呃	0	female
侬伐相信，侬明朝去买五角行利黄豆芽买半斤	0	female
弄呃半块搿豆腐，豆腐黄豆芽汤烧出来还老鲜呃	0	female
埃，伊老鲜，外加蛮下饭呃，吾还蛮欢喜搿搿只汤呃	0	female
就讲老早呢，吾就讲牙齿好呃辰光呢，就讲是	0	female
一直烧呃，阿拉屋里相也讲蛮好吃	0	female
因为黄豆芽还是比较硬呃嘛，咵嚓咵嚓对伐	0	female
格勒讲，现在吾烧搿只汤呢是蛮，就是讲蛮少辣了	0	female
侬搿呃厨师伊，当然伊老有讲究	0	female
伊没讲究，所以哪能好评一级厨师二级厨师呢，所以讲辣辣交关小菜高头	0	female
搿辰光吾老早辣饭店里做呃辰光，就侪看搿呃厨师翻出来	0	female
侬搿，伊像中哴向休息辣以后没事体	0	female
有辰光侬看看人家好像眼皮瞌睡，吾讲埃，小伙子侬辣海做啥想啥心事	0	female
伊总归辣想翻搿菜花头，哪能搭配哪能搭配	0	female
伊因为侬，搿只店里相老是搿两只菜，人家客户就侪跑特辣	0	female
侬每天有的新呃花头出来，每天有的新呃式样出来	0	female
人家就觉得老有的新鲜感，侬搿饭店呃生意就一直老好，火旺呃侬晓得伐	0	female
是呃是呃，乃末喏现在天介热呢	0	male
吾一直想吃搿搿只小菜，就是黄鳝	0	male
葛末，嗯，假使考究点嘛鳝背，	0	male
一般性嘛鳝丝，但烧鳝丝还蛮难烧呃	0	male
搿记叫啥，烧辣伐好对伐，伊拉讲，吾就觉得烧辣伐好，对伐	0	male
专门是老腥气呃，老难吃呃，葛末	0	female
嗯，吾看上趟吾跟伊拉饭店里相学呃，去买啥呃葱姜	0	male
全部烧好炒好	0	male
乃末生抽倒好，虾籽酱油倒好，到后头对伐，最后一道伊拉讲油盐	0	male
重新起只油锅，油再作料摆进去，油油锅再起起	0	male
油再浇辣搿鳝丝上头	0	male
葛末是讲正宗饭店呃炒法，乃末拿呃然后胡椒粉喷上去	0	male
是伐是搿能介呃烧法，按照按照饭店呃烧法	0	male
对呃，乃末吾搿辰光老早辰光还蒸过，看伊拉蒸过一只，喏	0	female
就讲现在超市呢，里头一只一只巴沙鱿鱼，巴沙呃一只鱼，伊是叫啥呃	0	female
呒没骨头呃，搿辰光吾讲，后头伊拉跟吾讲起来	0	female
因为阿拉泥子搿辰光伐是讲伊鱼虾蟹伐吃呃嘛	0	female
葛末伊搿是呒没骨头呃，吾就回来拿伊搿能介刀对伐，一片片一片片搿能介切下来	0	female
切下来然后对伐，就摆眼姜摆眼蛋清，嗯	0	male
盐味精盐，调料侪摆好，搿样捏一捏酱辣海，酱辣海到伊	0	female
到伊伐是要蒸呃前头嘛，侬就对伐再泡把小悠悠呃粉丝	0	female
伐多哦，一眼眼粉丝，拿搿粉丝洒辣下头，然后拿搿呃	0	female
拿搿搿就讲鱼片啊，一片片一片片搿能介铺辣高头，铺辣高头	0	female
乃末来搿蒸呃前头呢，就搿蒸呃前头伐	0	female
拿呃，拿搿大蒜，哒，斩斩斩斩好了以后	0	female
葱哒哒哒斩好了以后，乃末一半对伐，拍了油里煎煎	0	female
乃末另外一半呢就讲，另外一半呢就讲伐蒸	0	female
乃末等伊蒸好以后，拿搿物事侪撒上去，伐是搿油伐是煎好搿油嘛	0	female
一半是侪煎好呃大蒜，葱姜，一半呢是讲斩好呃	0	female
就拿搿油对伐，就摊高头洒上去，人家讲呃，金丝银丝侬吃吃看看搿只鱼味道老好	0	female
哦，侬讲起巴沙，巴沙吾到一直吃呃	0	female
搿巴沙鱼，吾怕油，葛末巴沙鱼伐是老清淡呃嘛，搿蒸出来是，吾就	0	female
要摆啥蒸蒸鱼呃豉油，嗯，是鱼	0	male
搿露然后再摆点葱姜，哦呦发觉整出来还蛮好吃，吾倒没考虑到油浇上去	0	male
因为吾怕油嘛。葛末侬讲搿只油浇上去比较好吃	0	male
吾蛮叫回去，吾还去试试看，搿只搿只鱼啊烧烧看	0	male
伊，伐是单单搿只鱼好吃，伊外加下头呃粉丝还老好吃	0	female
老艾饿，伊搿鱼对伐吃上去就讲老嫩呃，像豆腐一样呃	0	female
伊老嫩，伊为啥道金粗银粗，伊一丝对伐就像煎锅辣	0	female
诶只是没就讲是斩好呃	0	female
然后要叫侬油煎呃辰光，因为侬搿煎搿搿鱼嘛煎过葛末是	0	female
新鲜大蒜嘛，伊讲啪浇上去有股香气就喷出来喷好酱，格勒讲金丝银丝，	0	female
最后讲搿种鱼蒸出来就特别好吃	0	female
吾跟[PII]还一直辣屋里相，近近两年好像没见过，因为前头辰光吾因为还偷懒呃嘛	0	female
就一条鱼马上拿回来以后，先拿伊斩好以后，然后分两顿蒸	0	female
侬去试试看	0	female
葛末喏，讲起一只鱼，葛末原来呢	0	male
吾搿只吃呃，还有只一只三文鱼	0	female
啊！专门欢喜喏蒸辣吃呃	0	female
后头伐是讲进口呃三文鱼伐好嘛，讲有的搿种搿种搿种疫情搿种	0	male
肺炎搿种呃疫情辣辣海嘛，所以三文鱼伐蒸辣	0	male
所以专门吃吃鱼，讲起来海货搿只三文鱼吾倒是蛮欢喜吃呃	0	female
又嫩，而且老便当呃，汏还伐汏呃，伐像黄鱼啊	0	male
搿种鲳鳊鱼辣啥海货多少多少吸进去辣	0	female
乃末搿只乌贼鱼，老，老欢喜买呃，买辣一只搿呃	0	male
埃，假买回来以后再，乌贼鱼看看龌龊，汏起来蛮好汏呃，买好以后一只头拔伊弄下来以后	0	female
塞辣身体里相做墨鱼大烤，蛮好吃呃，但是现在好呃质量乌贼鱼少辣	0	female
烧烧烧伊缩得来老大一只，一只拳头一样呃	0	female
搿呢，全部侪缩特辣，乌贼鱼侬侬平时辰光烧辣多伐	0	male
哦，搿只物事哦，吾上呃礼拜刚刚烧过，阿拉泥子还伐是老要吃	0	female
侬晓得伐，阿拉搿辰光侬讲最会吃呃地方是啥地方，广东拧	0	female
吾再介绍侬一只怪，阿拉一呃朋友是呃是呃广东拧哦，伊跟吾讲	0	female
因为，吾老早是阿拉因为小拧多嘛，老早三年自然灾害	0	female
伐是，总归要吃顿粥呃，侬晓得伐，吾对粥特别过敏呃	0	female
吾是伐吃粥呢，乃末伊又趟呢，伊叫吾去，吾讲吾讲啥事体	0	female
伊讲吾拔侬吃碗粥，吾讲哎呀！吾伐要吃粥，吾伐要吃粥，吾讲听到粥就头疼	0	female
吾讲吾对粥特别反感，吾讲吾泡饭倒还没，开水捣捣伊，吾讲吾老要吃	0	female
但是搿是粥呃，听到搿粥对伐，就讲饭好像翻出来	0	female
伊讲侬来，伊讲侬来了吃了就晓得了，结果后头，啧，葛末后头吾就去了	0	female
葛末吾想人家里头叫吾去嘛，吾总归要去趟	0	female
后头吾去了，伊就剩辣碗粥拔吾吃，哦呦，鲜是鲜得来伐得了	0	female
吾讲侬搿粥哪能烧法子啊，伊讲伊拉广东拧，广东拧伊老会烧诶	0	female
伊拿搿粥，就像墨鱼像有种尖头呃搿种鱼	0	female
伊伐是墨鱼，搿种	0	female
北京爱数智慧语音采集	0	female
北京爱数智慧语音采集	0	female
阿拉现在来讲讲迭呃吃	0	male
吃嘛，哎哟现在吃是	0	male
伐谈唻，迭呃搭老早是伐好比唻，现在是，老早是没吃，现在迭呃吃是	0	male
吃得来，毛病侪出来唻，现在伐是讲吃呃问题唻，现在要限制吃，阿拉现在看像吃了忒油	0	male
对伐，忒咸	0	female
忒甜，侪吓呃唻	0	female
呃，阿拉小辰光就吃撒物事啊	0	male
阿拉小辰光侪是讲配脚子，样样侪配脚呃	0	male
伐一样呃	0	male
最欢喜吃唻	0	female
侬还晓得呃，老早吾，吾前两年呃辰光，吾就欢喜去吃撒物事呢	0	male
云南呃，侬晓得呃哦	0	female
哎哟，云南搿只辣呃味道是嗲	0	male
又辣又鲜	0	male
米线面馆吾来得呃欢喜吃	0	female
吾就欢喜吃搿物事	0	female
对伐，伊搿呃米线面馆哦，侬晓得云南拧做出来呃味道是伐一，正宗哦，米线面馆伐一样呃	0	male
伐像上海现在搿种，哎哟云南米线面馆做法哪能吃呃	0	male
味道还是云南搿只，正宗呃是昆明，吾蹲辣昆明蹲辣一个礼拜，就吃搿呃物事	0	female
吃的唻，吾就讲呃呀，再回到，蹲辣上海吾讲，哪能米道又伐一样了，伊讲哪能侪做伐好呃啦，吾讲	0	male
哦，侬哪能啊，地方个吃惯云南呃了是到上海，吾讲伊拉搿种拧又伐是正宗云南拧咯伊讲，诶，搿倒也对呃	0	male
侬是伐是讲呃云南呃桂林米粉啊	0	male
呃，云南昆明米粉	0	female
葛末云南是撒物事啦，一个伐是叫，侬讲伐是昆明呃伐是桂林米粉	0	male
云南搿只物事叫	0	female
叫撒呃，面馆	0	female
面馆[+]	0	male
桂林呃呢	0	female
嗯，米线是两样呃	0	female
桂林米线呢老硬呃	0	female
云南昆明呃	0	male
米馆，就像像面条一样呃，是压出来呃	0	female
伐是老宽呃[+]	0	male
是嗲，伊拉搿种云南呃米线滑溜溜呃	0	female
吾蹲辣埃面的，蹲辣介许多年数倒真出队落户	0	female
势必到农	0	female
到农场里相，阿拉属于部队，部队呃编制呃，蹬辣埃面的，云南也蹬辣八年了	0	female
所以吾埃面的吃呃物事，侪是云南呃口味，老好呃	0	male
侬老早上海下乡过啊	0	male
所以吾现在谈谈呃，侪是云南，以云南为主呃，是比较多	0	male
葛末侬是撒地方拧，哪会的吃辣呃啦	0	male
吾上海拧呀	0	female
上海拧伐吃辣呃嘛	0	male
吾呢，蹲辣埃面的辰光，吾伐是跟侬讲嘛，阿拉是属于部队呃编制呃	0	male
葛末蹲辣云南开头呃辰光呢，迁出签证以后呢，就慢慢，慢慢的侪适应地方哴相吃辣呃	0	male
甜，酸，甜呃少	0	male
酸呃辣呃，老老多呃	0	male
所以吾也吃了习惯了	0	male
侪吃的唻习惯以后，回来呢	0	female
就只胃坏特呃，吃坏特，辣坏呃	0	female
毕竟是南方拧	0	male
阿拉上海拧到埃面的去吃搿种物事，伐大适应呃	0	male
伐能够过量呃	0	female
所以吾呢，就是讲，老欢喜努力生活搿一只角，为的讲，吾只要是	0	male
云南生活只有是空气，第二	0	female
伊拉埃面的呃	0	male
吾蛮欢喜呃	0	female
云南吃呃菠萝，是有名啊	0	female
蕉，云南呃芭蕉	0	male
像香蕉一样呃，小悠悠呃，一只一只，搿呃是叫云南呃芭蕉	0	female
菠萝是一只只	0	female
长熟呃，地哴相挖出来是老甜，哈甜	0	male
伐像上海，伊拉搿种噶菠萝	0	male
现在嘛好像进口呃菠萝咯撒咯甜，对伐	0	male
又伐要用盐水汏呃	0	male
阿拉云南搿辰光是正宗呃	0	male
地哴，地高头	0	male
再挟下来就好吃	0	female
皮一扒，一捞捞特	0	male
现在吾觉着阿拉	0	male
去吃呃方法侪伐一样了	0	male
侬讲呃是菠萝啊，菠萝伐要盐水浸啊，就搿能噶拿伊斩下来削辣皮就好吃啦	0	male
云南菠萝要看啊里的呃，贵州菠萝，各个地方呃菠萝伐一样呃	0	female
因为云南呃搿地方，靠近越南，比较相当近呃	0	female
伊拉搿搭水果，运输高各方面蛮多呃	0	female
吾辣辣埃面的呃吃呃，埃面的水果老老多呃，人家讲起来	0	female
搿种诶	0	male
亚洲，一只只树高头呃	0	female
亚洲树哴相呃	0	female
对伐，也有	0	female
还有伊拉搿种，呃	0	male
搿种地高头哦，长出来呃物事，确实是比	0	female
其他地方	0	female
云南搿呃辰光，有的搿呃叫撒榴莲伐啦	0	male
榴莲没柚子呃[+]	0	female
榴莲，榴莲是海南岛搿一方面呃，埃面的呃，南北伐一样呃，没呃[+]	0	female
哦，侬没呃，侬埃面没搿物事	0	male
葛末侬搿辰光，搿呃叫[+]	0	male
有的插队落户，侬哪能会的跑到云南去呢	0	male
侬埃面有拧啊，难道侬埃面有的撒拧辣辣埃面啊	0	male
阿拉是学堂里读书毕业出来以后，阿拉相应国家号召出去呃呀	0	female
缺拧呃嘛	0	female
阿拉刚刚学堂里出去呃	0	female
阿拉最小呃一批[+]	0	female
最后一批，搿侬搿是伐会的跑，跑到云南去呃，伊近呃地方也有呃呀，伊有的地方拨侬选呃呀，侬哪能会的跑到云南去呢[+]	0	male
阿拉搿呃辰光呢是，需要呃是哪能呃，学堂里出来呃呢	0	male
需要搿一批一大批	0	female
侪部属于部队编制呃，要到埃面的去	0	female
所以吾刚刚读书也刚刚出来	0	male
出来以后就去了	0	female
去了以后	0	male
到了埃面的吃呃物事呢，是当时辰光部队里侬晓得呃也蛮老艰苦呃	0	female
就讲肉没呃，一日到夜吃米粉	0	female
哎，饭诶，饭是真呃	0	male
夜到吃面条，中哴吃一顿饭	0	male
饭老少呃	0	male
就是吃荤菜是过年过节呃辰光吃一顿，所以也老苦呃	0	female
葛末侬现在辣埃面辰光，过去就是算部队里编制咯，葛末侬等于像部队里相转业过来回来了	0	male
阿拉是半夜三更，伊拉就滴滴滴爬	0	male
哪能噶，军训	0	male
哎呦，老苦呃，伊伐拨侬太平困觉[+]	0	male
日里相呢，就是讲，茶山，山哴相，茶叶山，侬晓得呃	0	male
阿拉云南呃茶叶山，云南呢只有种种撒物事，种茶叶	0	male
对伐，还有的嘛，有种甘蔗	0	female
所以吾吃甘蔗	0	female
阿拉搿搿辰光侬晓得伊呢，二分洋钿一公斤	0	male
甘蔗，侬讲呃是云南呃甘蔗，二分洋钿一公斤，是做糖用呃甘蔗咯[+]	0	male
对呃[+]	0	male
伊搿只对伐，甘蔗对伐是红皮青皮，甘蔗有[+]	0	female
有的红皮高，红皮高绿皮伐[+]	0	male
青青皮对对，红绿一青皮	0	male
乃末侪好，侪撒抓啊	0	male
但是吾只晓得是红皮呃看上去比较好吃点，青皮好像没	0	male
没红皮呃	0	male
是搿能样理解，对伐[+]	0	female
阿拉农场里相，种呃甘蔗对伐，侪是青皮呃	0	female
青皮呃呢是节数比较	0	female
一节一节比较	0	female
伐像红皮呃，一节一节短，侪是，吃上去侪是节枝呃	0	female
所以阿拉农场里相种呃呢侪青皮比较多	0	male
种下来以后呢，侬卖好唻	0	female
二分洋钿	0	male
一公斤，云南侪讲公斤呃，包括茶叶，包括买物事侪讲公斤呃	0	male
公斤就等于两斤	0	male
老好呃，哎哟吃的唻是真呃，吾是	0	male
吃的唻真呃伐吃了	0	female
一磅就一百公斤	0	male
堆辣该呃，下半回来就吃甘蔗	0	female
下班回来就吃甘蔗	0	female
葛末侬搿辰光吃甘蔗要甘蔗要牙齿咬诶，侬搿辰光还，得呃，一天天天吃搿呃牙齿倒	0	male
阿拉上海拧吃甘蔗	0	male
咬一根甘蔗，阿拉吃到头，嘴巴就吃破特唻	0	male
难道那埃面天天吃甘蔗，嘴巴伐破啊	0	male
阿拉吃甘蔗农场里相侪吃甘蔗大王，侬伐晓得啊	0	male
吃甘蔗大王啊，自家懂呃	0	male
侪，每个拧侪吃呃	0	male
吃的唻阿拉现在牙齿呶，就有点伐大好	0	male
那搿面地啰嗦种伐啦，搿面大概伐种甜芦粟啊，甜芦粟哪能回事体啦搭甘蔗有撒区别伐啦	0	male
阿拉主要呃，吾讲阿拉阿拉自家呃农场里相主要种茶叶以为主	0	male
附带种三七	0	female
所以呢对吾来讲起来，茶叶，人家讲起来吾是茶叶吃到现在	0	male
吾白开水	0	female
蹲辣屋里相就是	0	male
吃茶叶，但是茶叶呢有讲究呃，吃法呃	0	female
人家侪讲，哎哟侬倒结棍呃嘛	0	female
吃茶叶介讲究啊，有茶道式呃	0	female
吾讲那伐晓得呃	0	female
吾自家是种茶叶呃，而且吾辣辣[+]	0	female
得呃倒好呃，吾要是要听听侬，侬搿呃讲茶叶呃	0	male
诶，茶叶现在哪能叫茶道式啦，有撒讲究啦，吾只晓得茶叶伊拉讲第一铺要倒特伊	0	male
再吃第二铺，是伐是搿能样子啦	0	male
比如随便撒呃茶叶哦	0	male
比方讲侬泡呃茶叶	0	female
呃，绿茶，不过吾呢，有红茶伐大欢喜吃，因为伊有红茶呢，毕竟是有发酵型呃	0	male
因为发酵呢对吾来讲起呢	0	male
有一吃觉着呢有	0	female
一吃一杯二杯红茶	0	male
吾就觉着有的内火就重	0	female
吾就欢喜吃绿茶	0	female
侬讲究呃是茶道，搿茶道哪能噶因师呃	0	female
侬泡，就讲就等于就搿呃意思，茶叶汏一汏	0	male
吾吃绿茶呃，比如讲是，吾要拿烧点弄点温水，伐是用开水泡	0	male
用温水，拿茶叶一汏，汏好以后倒特，倒特子以后水，开八十八十度呃开水	0	female
侬就再泡茶叶，一开始呢，伐泡，泡八十	0	female
八十了，高呃	0	male
度，八十了，一杯子高度呃八十	0	male
乃末侬吃特，绿茶哪能噶吃呃呢，倒特泡好以后，另外用一只杯子就倒出来	0	male
倒出来子以后，第二铺要吃了，吾再倒，倒一杯子，倒了一杯子以后，吾再倒特	0	male
第三杯，吾一，吾每一次呃茶叶伐好超过四次呃，吃三次	0	female
搿呃三次茶叶吃好，搿呃茶叶就伐要伊了，侬再要吃重新再泡茶	0	male
哦，侬讲就是讲，一杯子茶叶伊只能泡三趟，泡了三趟以后伊就淡特了就是讲，味道没了对伐	0	male
所以侬要拿伊倒特伊，重新调了，新呃了	0	male
对呃，吾现在就看到人家有些好像哦上海交关哦	0	female
人家好像，哟，搿呃拧哎哟老吃茶叶呃	0	male
吾现在就看到伊拉老吃茶叶撒意思呢	0	male
伊拉搿种玻璃杯侬也晓得哦	0	female
搿种玻璃杯呢，伊拉茶叶摆了交关	0	male
老浓呃	0	male
而且泡进去搿呃一杯茶叶	0	male
喝一口喝一口	0	female
而且搿茶叶伊拉能够泡到吃到	0	male
下半日，或者	0	female
再到第二铺呃辰光，伊拉就吃到夜到，伊搿只茶叶沉淀辣搿杯子里相	0	male
一呃倒下去，没喝光，喝了一杯，再倒茶叶，喝了一杯再倒，搿能噶呃茶叶搿能噶吃下去	0	male
对拧相当伐利呃	0	female
哦，迭呃吾倒也第一趟听讲嘛，搿呃茶叶伐好加水啊，侬搿吾吾吾意思里就是讲	0	male
侬有有辰光茶吃光了再加眼开水，吃光了再加眼眼，搿呃算反而伐好咯	0	male
就是讲，侬呃意思是，吾泡呃搿杯茶叶，一定要拿茶叶全部倒出来	0	male
只剩茶叶，然后再冲开水泡，搿呃开水而且是要八十度，伐好一百度泡	0	male
做茶叶呃，种茶叶，制茶叶，吾是现在里相呃茶叶指导师	0	male
指导师，侬晓得伐，因为培训以后呃，吾指导呃	0	female
搿吾今朝运道好了，碰着茶叶指导师了，侬得吾再介绍介绍关于茶叶呃，为撒道理伐好用一百度，必须要用[+]	0	male
八十度，搿呃吾也弄伐清爽，吾就晓得开水嘛，一定要泡了，一定要开水烫才能泡出里相呃精华	0	male
对伐，搿能样理解[+]	0	male
伊搿只茶叶对伐，有的茶多酚	0	female
茶多酚侬拿茶叶刚刚烧开呃茶叶，乓一记	0	female
泡下去以后	0	female
拿搿呃里相呃绿叶素，茶多酚统统泡坏特了	0	male
伊为的撒，吃呃茶叶为的撒要开水	0	male
讲讲要温呃，拿茶叶汏一汏	0	male
搿呃是表示撒意思呢	0	female
茶叶汏一汏就是讲，侬晓得呃，属于空盅	0	male
艮枝，各方面必定有龌蹉	0	male
吃茶叶讲究呃拧，茶叶汏一汏倒特以后	0	female
四十五十度呃温水汏以后倒特，再用八十度呃开水一泡，让伊泡出来	0	male
侬看吾泡，侬辰光长了，侬搿只	0	female
比如搿只龙井茶哦，辰光一长，摆辣辰光长了	0	female
碧绿呃茶叶，伊慢慢的发酵到发黄	0	female
搿呃属于撒呃，属于已经	0	male
辣辣里相就进入发酵，伐好呃	0	female
侬一定要哪能呢，茶叶汏好弄好，泡好，二分钟	0	male
吾是屋里相总吃茶叶呃	0	female
一泡泡出来，倒出来	0	female
泡倒出来以后，搿呃，葛末侬吃倒出来搿杯茶还没吃光	0	male
第二铺呃搿呃茶伐要倒	0	female
要等，侬要吃光再要想吃茶叶了，侬等一等，再拿茶叶八十度或者茶叶泡满一杯子呃辰光	0	male
再等一歇	0	male
要搿能噶吃的茶道，对侬拧身体起到一定呃作用	0	male
哦，侬搿能噶讲吾晓得了，迭呃所以吃茶叶呢，一定要有只专门呃壶，搿呃迭只茶壶呢就是专门泡茶叶呃	0	male
泡好一大壶以后呢，大家洒开来，比方有客人辣该洒，洒光了以后搿只茶壶	0	male
再去泡一趟	0	female
伐好冲辣人家杯子里相，人家喝了两口，杯子一满，喝了两口，杯子一满，搿能噶反而伐好	0	male
也是搿能噶理解对伐	0	male
杯子侬随便撒呃杯子呃	0	male
像侬现在带呃一种，像吾现在有的一种，搿种噶杯子上杯有的过滤网呃	0	male
搿只过滤杯子汏好子以后，侬有玻璃杯子人家带呃杯子也可以呃	0	male
但是吃茶叶人家带辣跑呃搿种茶叶，侬必须泡进去之后，伐要再冲了再冲再冲	0	male
像吾就吃茶叶，蹲辣外头侬看吾，吾就屋里相茶叶，早哴头吾吃茶叶	0	female
等辣屋里相休息，没事体了，泡茶叶	0	male
三杯茶叶吃好结束	0	male
葛末结束，吾就伐吃了	0	female
葛末侬讲起来，侬茶伐吃啦，吾吃呃，侬要是讲再想吃呃，对于侬来讲起来，侬夜到困的着呃	0	female
但是吾呢，就讲第二铺再重新开始，再泡呃两杯茶	0	male
再吃再第一铺倒特，侬伐继续哦，就是讲，像人家搿呃杯子里摆交关茶叶，哦哟，倒倒倒倒倒	0	male
吃出来还剩了搿点，还茶叶里相还有水辣海	0	male
伊拉所有呃拿再拿开水搿能噶冲	0	male
搿呃是叫复斗，就是讲重复倒开水	0	female
对拧身体伐大利呃	0	female
吾是搿能样理解呃，搿呃复度呢就是讲，因为伊下头有的冷开水沉淀辣海嘛	0	male
葛末可能呢，第二趟呃开水下去，泡伐开呃	0	male
搿有效成分跑伐出来	0	male
葛末等于浪费，就讲搿能理解	0	male
可能啊，看辣该伐对呃哦	0	male
哦，搿是搿吃呃，吃蛮有讲究呃	0	female
像吾到外头去也是呃	0	male
吃是随便撒物，人家伐是	0	male
有辰光	0	female
喏，像小吃呃有种有些啊	0	female
饭，酒店里相啊	0	female
搿种噶物事，吾酒店里相乱七八糟也伐吃呃	0	female
但是呢，侬吃呃物事吃了	0	female
少而精，搿能噶对侬身体各方面	0	female
侪有好处呃	0	female
像人家铁观音，搿种茶叶，人家为的撒要开水第一要泡一泡呢	0	male
铁观音伊拉实际上呢，像人家有个保健品伊拉公司里看看伊拉老板吃呃铁观音哪能呢	0	male
水烧开以后，第一铺拿茶叶倒特	0	male
实际上伊拉也用伐着呃，侬第一铺水侬实际上呢，像搿种铁观音呢撒物事呢，就汏一汏	0	male
汏好以后，搿铁观音必定是粗呃一种一粒	0	female
葛末伊搿种铁观音呢，要开水烧开以后，再一泡，侬看到伐，泡好以后	0	female
伊搿只颜色出来了，马上就倒出来，倒出来再拨那分拨那吃	0	female
吃茶叶真正呃茶道，蛮有道理呃，蛮有讲究呃	0	female
嗯，搿呃忒复杂了，听听	0	male
对，吾对迭呃茶叶倒也伐是老欢喜，因为[+]	0	male
吃呃，茶叶呢要提神呃	0	male
